TEXT,LATITUDE,LONGITUDE,ALTITUDE,TYPE
1956,51.5074456,-0.1277653,365,year
1957,51.5074456,-0.1277653,731,year
1958,51.5074456,-0.1277653,1096,year
1959,51.5074456,-0.1277653,1461,year
1960,51.5074456,-0.1277653,1826,year
1961,51.5074456,-0.1277653,2192,year
1962,51.5074456,-0.1277653,2557,year
1963,51.5074456,-0.1277653,2922,year
1964,51.5074456,-0.1277653,3287,year
1965,51.5074456,-0.1277653,3653,year
1966,51.5074456,-0.1277653,4018,year
1967,51.5074456,-0.1277653,4383,year
1968,51.5074456,-0.1277653,4748,year
1969,51.5074456,-0.1277653,5114,year
1970,51.5074456,-0.1277653,5479,year
1971,51.5074456,-0.1277653,5844,year
1972,51.5074456,-0.1277653,6209,year
1973,51.5074456,-0.1277653,6575,year
1974,51.5074456,-0.1277653,6940,year
1975,51.5074456,-0.1277653,7305,year
1976,51.5074456,-0.1277653,7670,year
1977,51.5074456,-0.1277653,8036,year
1978,51.5074456,-0.1277653,8401,year
1979,51.5074456,-0.1277653,8766,year
1980,51.5074456,-0.1277653,9131,year
1981,51.5074456,-0.1277653,9497,year
1982,51.5074456,-0.1277653,9862,year
1983,51.5074456,-0.1277653,10227,year
1984,51.5074456,-0.1277653,10592,year
1985,51.5074456,-0.1277653,10958,year
1986,51.5074456,-0.1277653,11323,year
1987,51.5074456,-0.1277653,11688,year
1988,51.5074456,-0.1277653,12053,year
1989,51.5074456,-0.1277653,12419,year
1990,51.5074456,-0.1277653,12784,year
1991,51.5074456,-0.1277653,13149,year
1955,39.5695818,2.6500745,0,year
1956,39.5695818,2.6500745,365,year
1957,39.5695818,2.6500745,731,year
1958,39.5695818,2.6500745,1096,year
1959,39.5695818,2.6500745,1461,year
1960,39.5695818,2.6500745,1826,year
1961,39.5695818,2.6500745,2192,year
1962,39.5695818,2.6500745,2557,year
1963,39.5695818,2.6500745,2922,year
1964,39.5695818,2.6500745,3287,year
1965,39.5695818,2.6500745,3653,year
1966,39.5695818,2.6500745,4018,year
1967,39.5695818,2.6500745,4383,year
1968,39.5695818,2.6500745,4748,year
1969,39.5695818,2.6500745,5114,year
1970,39.5695818,2.6500745,5479,year
1971,39.5695818,2.6500745,5844,year
1972,39.5695818,2.6500745,6209,year
1973,39.5695818,2.6500745,6575,year
1974,39.5695818,2.6500745,6940,year
1975,39.5695818,2.6500745,7305,year
1976,39.5695818,2.6500745,7670,year
1977,39.5695818,2.6500745,8036,year
1978,39.5695818,2.6500745,8401,year
1979,39.5695818,2.6500745,8766,year
1980,39.5695818,2.6500745,9131,year
1981,39.5695818,2.6500745,9497,year
1982,39.5695818,2.6500745,9862,year
1983,39.5695818,2.6500745,10227,year
1984,39.5695818,2.6500745,10592,year
1985,39.5695818,2.6500745,10958,year
1986,39.5695818,2.6500745,11323,year
1987,39.5695818,2.6500745,11688,year
1988,39.5695818,2.6500745,12053,year
1989,39.5695818,2.6500745,12419,year
1990,39.5695818,2.6500745,12784,year
1991,39.5695818,2.6500745,13149,year
1955,53.3493795,-6.2605593,0,year
1956,53.3493795,-6.2605593,365,year
1957,53.3493795,-6.2605593,731,year
1958,53.3493795,-6.2605593,1096,year
1959,53.3493795,-6.2605593,1461,year
1960,53.3493795,-6.2605593,1826,year
1961,53.3493795,-6.2605593,2192,year
1962,53.3493795,-6.2605593,2557,year
1963,53.3493795,-6.2605593,2922,year
1964,53.3493795,-6.2605593,3287,year
1965,53.3493795,-6.2605593,3653,year
1966,53.3493795,-6.2605593,4018,year
1967,53.3493795,-6.2605593,4383,year
1968,53.3493795,-6.2605593,4748,year
1969,53.3493795,-6.2605593,5114,year
1970,53.3493795,-6.2605593,5479,year
1971,53.3493795,-6.2605593,5844,year
1972,53.3493795,-6.2605593,6209,year
1973,53.3493795,-6.2605593,6575,year
1974,53.3493795,-6.2605593,6940,year
1975,53.3493795,-6.2605593,7305,year
1976,53.3493795,-6.2605593,7670,year
1977,53.3493795,-6.2605593,8036,year
1978,53.3493795,-6.2605593,8401,year
1979,53.3493795,-6.2605593,8766,year
1980,53.3493795,-6.2605593,9131,year
1981,53.3493795,-6.2605593,9497,year
1982,53.3493795,-6.2605593,9862,year
1983,53.3493795,-6.2605593,10227,year
1984,53.3493795,-6.2605593,10592,year
1985,53.3493795,-6.2605593,10958,year
1986,53.3493795,-6.2605593,11323,year
1987,53.3493795,-6.2605593,11688,year
1988,53.3493795,-6.2605593,12053,year
1989,53.3493795,-6.2605593,12419,year
1990,53.3493795,-6.2605593,12784,year
1991,53.3493795,-6.2605593,13149,year
1955,45.4424977,10.98573769,0,year
1956,45.4424977,10.98573769,365,year
1957,45.4424977,10.98573769,731,year
1958,45.4424977,10.98573769,1096,year
1959,45.4424977,10.98573769,1461,year
1960,45.4424977,10.98573769,1826,year
1961,45.4424977,10.98573769,2192,year
1962,45.4424977,10.98573769,2557,year
1963,45.4424977,10.98573769,2922,year
1964,45.4424977,10.98573769,3287,year
1965,45.4424977,10.98573769,3653,year
1966,45.4424977,10.98573769,4018,year
1967,45.4424977,10.98573769,4383,year
1968,45.4424977,10.98573769,4748,year
1969,45.4424977,10.98573769,5114,year
1970,45.4424977,10.98573769,5479,year
1971,45.4424977,10.98573769,5844,year
1972,45.4424977,10.98573769,6209,year
1973,45.4424977,10.98573769,6575,year
1974,45.4424977,10.98573769,6940,year
1975,45.4424977,10.98573769,7305,year
1976,45.4424977,10.98573769,7670,year
1977,45.4424977,10.98573769,8036,year
1978,45.4424977,10.98573769,8401,year
1979,45.4424977,10.98573769,8766,year
1980,45.4424977,10.98573769,9131,year
1981,45.4424977,10.98573769,9497,year
1982,45.4424977,10.98573769,9862,year
1983,45.4424977,10.98573769,10227,year
1984,45.4424977,10.98573769,10592,year
1985,45.4424977,10.98573769,10958,year
1986,45.4424977,10.98573769,11323,year
1987,45.4424977,10.98573769,11688,year
1988,45.4424977,10.98573769,12053,year
1989,45.4424977,10.98573769,12419,year
1990,45.4424977,10.98573769,12784,year
1991,45.4424977,10.98573769,13149,year
1992,45.4424977,10.98573769,13514,year
1955,48.2083537,16.3725042,0,year
1956,48.2083537,16.3725042,365,year
1957,48.2083537,16.3725042,731,year
1958,48.2083537,16.3725042,1096,year
1959,48.2083537,16.3725042,1461,year
1960,48.2083537,16.3725042,1826,year
1961,48.2083537,16.3725042,2192,year
1962,48.2083537,16.3725042,2557,year
1963,48.2083537,16.3725042,2922,year
1964,48.2083537,16.3725042,3287,year
1965,48.2083537,16.3725042,3653,year
1966,48.2083537,16.3725042,4018,year
1967,48.2083537,16.3725042,4383,year
1968,48.2083537,16.3725042,4748,year
1969,48.2083537,16.3725042,5114,year
1970,48.2083537,16.3725042,5479,year
1971,48.2083537,16.3725042,5844,year
1972,48.2083537,16.3725042,6209,year
1973,48.2083537,16.3725042,6575,year
1974,48.2083537,16.3725042,6940,year
1975,48.2083537,16.3725042,7305,year
1976,48.2083537,16.3725042,7670,year
1977,48.2083537,16.3725042,8036,year
1978,48.2083537,16.3725042,8401,year
1979,48.2083537,16.3725042,8766,year
1980,48.2083537,16.3725042,9131,year
1981,48.2083537,16.3725042,9497,year
1982,48.2083537,16.3725042,9862,year
1983,48.2083537,16.3725042,10227,year
1984,48.2083537,16.3725042,10592,year
1985,48.2083537,16.3725042,10958,year
1986,48.2083537,16.3725042,11323,year
1987,48.2083537,16.3725042,11688,year
1988,48.2083537,16.3725042,12053,year
1989,48.2083537,16.3725042,12419,year
1990,48.2083537,16.3725042,12784,year
1991,48.2083537,16.3725042,13149,year
1992,48.2083537,16.3725042,13514,year
1993,48.2083537,16.3725042,13880,year
1955,52.510885,13.3989367,0,year
1956,52.510885,13.3989367,365,year
1957,52.510885,13.3989367,731,year
1958,52.510885,13.3989367,1096,year
1959,52.510885,13.3989367,1461,year
1960,52.510885,13.3989367,1826,year
1961,52.510885,13.3989367,2192,year
1962,52.510885,13.3989367,2557,year
1963,52.510885,13.3989367,2922,year
1964,52.510885,13.3989367,3287,year
1965,52.510885,13.3989367,3653,year
1966,52.510885,13.3989367,4018,year
1967,52.510885,13.3989367,4383,year
1968,52.510885,13.3989367,4748,year
1969,52.510885,13.3989367,5114,year
1970,52.510885,13.3989367,5479,year
1971,52.510885,13.3989367,5844,year
1972,52.510885,13.3989367,6209,year
1973,52.510885,13.3989367,6575,year
1974,52.510885,13.3989367,6940,year
1975,52.510885,13.3989367,7305,year
1976,52.510885,13.3989367,7670,year
1977,52.510885,13.3989367,8036,year
1978,52.510885,13.3989367,8401,year
1979,52.510885,13.3989367,8766,year
1980,52.510885,13.3989367,9131,year
1981,52.510885,13.3989367,9497,year
1982,52.510885,13.3989367,9862,year
1983,52.510885,13.3989367,10227,year
1984,52.510885,13.3989367,10592,year
1985,52.510885,13.3989367,10958,year
1986,52.510885,13.3989367,11323,year
1987,52.510885,13.3989367,11688,year
1988,52.510885,13.3989367,12053,year
1989,52.510885,13.3989367,12419,year
1990,52.510885,13.3989367,12784,year
1991,52.510885,13.3989367,13149,year
1992,52.510885,13.3989367,13514,year
1993,52.510885,13.3989367,13880,year
1955,47.4978789,19.0402383,0,year
1956,47.4978789,19.0402383,365,year
1957,47.4978789,19.0402383,731,year
1958,47.4978789,19.0402383,1096,year
1959,47.4978789,19.0402383,1461,year
1960,47.4978789,19.0402383,1826,year
1961,47.4978789,19.0402383,2192,year
1962,47.4978789,19.0402383,2557,year
1963,47.4978789,19.0402383,2922,year
1964,47.4978789,19.0402383,3287,year
1965,47.4978789,19.0402383,3653,year
1966,47.4978789,19.0402383,4018,year
1967,47.4978789,19.0402383,4383,year
1968,47.4978789,19.0402383,4748,year
1969,47.4978789,19.0402383,5114,year
1970,47.4978789,19.0402383,5479,year
1971,47.4978789,19.0402383,5844,year
1972,47.4978789,19.0402383,6209,year
1973,47.4978789,19.0402383,6575,year
1974,47.4978789,19.0402383,6940,year
1975,47.4978789,19.0402383,7305,year
1976,47.4978789,19.0402383,7670,year
1977,47.4978789,19.0402383,8036,year
1978,47.4978789,19.0402383,8401,year
1979,47.4978789,19.0402383,8766,year
1980,47.4978789,19.0402383,9131,year
1981,47.4978789,19.0402383,9497,year
1982,47.4978789,19.0402383,9862,year
1983,47.4978789,19.0402383,10227,year
1984,47.4978789,19.0402383,10592,year
1985,47.4978789,19.0402383,10958,year
1986,47.4978789,19.0402383,11323,year
1987,47.4978789,19.0402383,11688,year
1988,47.4978789,19.0402383,12053,year
1989,47.4978789,19.0402383,12419,year
1990,47.4978789,19.0402383,12784,year
1991,47.4978789,19.0402383,13149,year
1992,47.4978789,19.0402383,13514,year
1993,47.4978789,19.0402383,13880,year
